cigar	雪茄
tasse	税
tasso	率
tatar	升级
tater	土豆
tates	塔特斯
taths	塔什
tatie	塔蒂
tatou	纹身
tatts	破布
tatus	塔图斯
taube	聋的
tauld	桌子
tauon	陶恩
taupe	灰褐色
tauts	人
tavah	塔瓦
tavas	联系方式
taver	塔弗
tawai	笑
tawas	塔瓦斯
tawed	酒馆
tawer	塔沃
tawie	塔瓦
tawse	塔斯
tawts	瓦茨
taxed	征税
taxer	出租车
taxes	税
taxis	出租车
taxol	紫杉醇
taxon	分类单元
taxor	税务员
taxus	红豆杉
tayra	准备好的
tazza	杯子
tazze	杯子
teade	消息
teads	泰兹
teaed	通知
teaks	知道
teals	水鸭
teams	团队
tears	眼泪
teats	乳头
teaze	蒂泽
techs	技术人员
techy	技术性
tecta	特克塔
teels	牙齿
teems	盛产
teend	青少年
teene	赞成
teens	青少年
teeny	微小的
teers	蒂尔斯
teffs	特弗斯
teggs	特格斯
tegua	隐藏
tegus	行动
tehrs	塔尔
teiid	泰德
teils	泰尔斯
teind	泰因
teins	泰因
telae	肖像画
telco	电信公司
teles	电传
telex	电传系统
telia	泰利亚
telic	泰利克
tells	说明
telly	电视
teloi	泰洛伊
telos	泰洛斯
temed	特梅德
temes	主题
tempi	坦皮
temps	临时工
tempt	引诱
temse	停顿
tench	丹奇
tends	倾向于
tendu	坦杜
tenes	经皮电刺激神经疗法
tenge	腾格
tenia	我有
tenne	田纳西州
tenno	持有
tenny	坦尼
tenon	榫头
tents	帐篷
tenty	这些
tenue	服装
tepal	花被片
tepas	泰普
tepoy	泰波伊
terai	特莱
teras	特拉斯
terce	第三的
terek	特雷克
teres	特雷斯
terfe	结束
terfs	特尔斯
terga	特加
terms	条款
terne	燕鸥
terns	燕鸥
terry	特里
terts	特茨
tesla	特斯拉
testa	种皮
teste	测试
tests	测验
tetes	乳头
teths	特提斯
tetra	四联
tetri	俄罗斯方块
teuch	图什
teugh	是 啊。
tewed	黑色
tewel	但是
tewit	死去的
texas	德克萨斯州
texes	短信
texts	短信
thack	萨克
thagi	泰语
thaim	塞姆
thale	泰雷
thali	塔利
thana	塔纳
thane	塔恩
thang	楼梯
thans	现在
thanx	塔克斯
tharm	塔尔
thars	塔尔
thaws	没想到
thawy	解冻
thebe	提比
theca	卵泡膜
theed	页：1
theek	加上
thees	希斯
thegn	他们
theic	有神论的
thein	内
thelf	塞尔夫
thema	主题
thens	然后
theow	西奥。
therm	特姆
thete	西特
thews	特维斯
thewy	他们
thigs	东西
thilk	蒂尔克
thill	蒂尔
thine	你的
thins	稀薄的
thiol	硫醇
thirl	蒂尔
thoft	托夫特
thole	索尔
tholi	托利
thoro	索罗
thorp	索普
thous	千
thowl	托尔
thrae	色雷斯
thraw	鞭打
thrid	等待。
thrip	蓟马
throe	阵痛。
thuds	砰的一声
thugs	暴徒
thuja	教育类
thunk	砰
thurl	图尔
thuya	图亚
thymi	百里香
thymy	百里香
tians	天书
tiars	头饰
tical	古怪的
ticca	滴答声
ticed	提克
tices	滴答声
tichy	安静的
ticks	滴答声
ticky	痒痒的
tiddy	整洁的
tided	整理
tides	潮汐
tiers	分层
tiffs	争吵
tifos	蒂福斯
tifts	蒂夫茨
tiges	泰格斯
tigon	提贡
tikas	提卡斯
tikes	滴答声
tikis	蒂克
tikka	飞镖
tilak	瓷砖
tiled	瓷砖
tiler	属于
tiles	瓷砖
tills	耕耘
tilly	蒂莉
tilth	倾斜
tilts	倾斜
timbo	廷博
timed	定时的
times	时代
timon	小时
timps	时间
tinas	锡
tinct	廷克
tinds	罐头
tinea	癣
tined	有齿的
tines	尖齿
tinge	少许
tings	廷斯
tinks	叮当声
tinny	微小的
tints	色彩
tinty	浅色的
tipis	类型
tippy	蒂皮
tired	疲倦的
tires	轮胎
tirls	提尔
tiros	枪声
tirrs	蒂尔
titch	滴答声
titer	滴度
titis	标题
titre	标题
titty	乳头
titup	提图普
tiyin	体音
tiyns	tiny s
tizes	经皮电刺激神经疗法
tizzy	提兹
toads	癞蛤蟆
toady	马屁精
toaze	粉红色
tocks	托克斯
tocky	托基
tocos	触碰
todde	托德
toeas	退出。。。
toffs	笨蛋
toffy	太妃糖
tofts	笨蛋
tofus	豆腐
togae	托盖
togas	斗篷
toged	穿着
toges	切换
togue	托格
tohos	托霍斯
toile	帆布
toils	辛劳
toing	托因
toise	其他
toits	食物
tokay	托凯
toked	托克德
toker	托克尔
tokes	托克斯
tokos	托科斯
tolan	托兰
tolar	托拉尔
tolas	托拉斯
toled	托利
toles	全部的
tolls	过路费
tolly	托利
tolts	全部的
tolus	托卢斯
tolyl	甲苯基
toman	采取
tombs	坟墓
tomes	大部头
tomia	番茄学
tommy	汤米
tomos	汤姆斯
tondi	托迪
tondo	色调
toned	调子
toner	爽肤水
tones	音调
toney	吨
tongs	钳子
tonka	吨
tonks	唐克斯
tonne	吨
tonus	吨
tools	工具
tooms	ms
toons	香椿
toots	嘟嘟
toped	顶部
topee	托佩
topek	顶部
toper	托珀
topes	托普斯
tophe	托普
tophi	托菲
tophs	顶部
topis	托皮斯
topoi	拓朴
topos	地形
toppy	顶
toque	玩具
torah	律法
toran	托兰
toras	环面
torcs	托尔茨
tores	塔
toric	复曲面
torii	奥里
toros	托罗斯
torot	托罗
torrs	干的
torse	躯干
torsi	人体躯干
torsk	鳕鱼
torta	蛋糕
torte	侵权行为
torts	侵权行为
tosas	总数
tosed	投掷
toses	托斯
toshy	顶部
tossy	托西
toted	搬运
toter	死去的
totes	手提包
totty	托蒂
touks	土司
touns	图恩斯
tours	旅行
touse	咳嗽
tousy	使用
touts	兜售
touze	欲望
touzy	欲望
towed	拖走
towie	拖
towns	城镇
towny	汤尼
towse	托斯
towsy	托西
towts	托特
towze	托泽
towzy	托齐
toyed	玩弄
toyer	托耶
toyon	Toyon公司
toyos	丰田
tozed	玩弄
tozes	玩弄
tozie	托齐
trabs	特拉布斯
trads	贸易
tragi	特拉吉
traik	特拉克
trams	有轨电车
trank	喝
trans	跨
trant	特朗特
trape	页脚
traps	陷阱
trapt	踢
trass	特拉斯
trats	塔特
tratt	地带
trave	横梁
trayf	托盘
trays	托盘
treck	特雷克
treed	树
treen	火车
trees	树
trefa	树
treif	漂流
treks	长途跋涉
trema	颤抖
trems	颤抖
tress	树
trest	惩罚
trets	特点
trews	树
treyf	崔伊夫
treys	第三的
triac	双向可控硅
tride	三轮车
trier	特里尔
tries	尝试
triff	满足
trigo	小麦
trigs	触发
trike	三轮车
trild	树
trill	颤音
trims	修剪
trine	三合一
trins	步
triol	特里奥。
trior	三
trios	三重奏
trips	旅行
tripy	特里皮
trist	特里斯特
troad	路径
troak	特洛伊
troat	街头
trock	特洛克
trode	三脚架
trods	尽管
trogs	小马
trois	特洛伊
troke	特罗克
tromp	践踏
trona	宝座
tronc	树干
trone	宝座
tronk	特朗克
trons	特朗斯
trooz	三
troth	托斯
trots	小跑
trows	特罗斯
troys	特洛伊
trued	真实的
trues	真的
trugo	大旅行箱
trugs	特鲁格斯
trull	对
tryer	特莱尔。
tryke	印刷
tryma	三
tryps	特里普斯
tsade	沙德
tsadi	之间
tsars	沙皇
tsuba	筑波
tsubo	筑波
tuans	主人
tuart	杜阿尔特
tuath	图阿思
tubae	出口
tubar	塔巴
tubas	大号
tubby	塔比
tubed	管的
tubes	管
tucks	塔克斯
tufas	石灰华
tuffe	浸
tuffs	凝灰岩
tufts	塔夫茨
tufty	丛生的
tugra	图格拉
tuile	瓷砖
tuina	推娜。
tuism	图伊斯主义
tuktu	肥胖的
tules	火
tulpa	塔尔帕
tulsi	图尔西
tumid	坚果
tummy	肚子
tumps	肚子
tumpy	肚子
tunas	金枪鱼
tuned	调谐
tuner	调谐器
tunes	曲调
tungs	激动
tupek	图佩克
tupik	图皮克
tuple	元组
tuque	图克
turds	屎
turfs	草皮
turfy	草皮
turks	土耳其人
turme	塔
turms	团队
turns	转动
turnt	特恩特
turps	头巾
turrs	图尔
tushy	您将离开图形引导菜单并启动文本模式界面。
tusks	象牙
tusky	墨水
tutee	短裙
tutti	图蒂
tutty	塔蒂
tutus	短裙
tuxes	晚礼服
tuyer	杀死
twaes	二
twain	吐温
twals	长的
twank	笨蛋
twats	笨蛋
tways	二
tweel	二
tween	吐温
tweep	特威普
tweer	二
twerk	工作
twerp	笨蛋
twier	特维尔
twigs	树枝
twill	斜纹布
twilt	斜纹布
twink	闪烁
twins	双胞胎
twiny	双胞胎
twire	双重的
twirp	特瑞普
twite	先进的
twits	笨蛋
twoer	两个
twyer	特怀尔
tyees	泰伊
tyers	计时器
tyiyn	泰恩。
tykes	小家伙
tyler	泰勒
tymps	廷普斯
tynde	薄的
tyned	薄的
tynes	薄的
typal	类型
typed	打字
types	类型
typey	类型
typic	典型的
typos	打字错误
typps	类型
typto	典型
tyran	泰拉
tyred	提尔
tyres	轮胎
tyros	蒂罗斯
tythe	泰特
tzars	沙皇
udals	乌达尔
udons	股骨计
ugali	乌加利
ugged	Ugged
uhlan	乌兰
uhuru	乌胡鲁
ulama	乌尔玛
ulans	七月
ulema	乌莱玛
ulmin	乌尔明
ulnad	乌尔纳德
ulnae	乌尔纳
ulnar	尺骨的
ulnas	尺骨
ulpan	乌尔潘
ulvas	狼
ulyie	七月
ulzie	溃疡
umami	母亲
umbel	伞形花序
umber	乌姆
umble	数
umbos	项目
umbre	阴影
umiac	乌米亚克
umiak	分钟
umiaq	乌米亚克
ummah	公众的
ummas	乌玛斯
ummed	嗯
umped	倾销
umphs	嗯
umpie	裁判
umpty	无数
umrah	排
umras	乌姆拉斯
unais	UNAIS公司
unapt	笨拙的
unarm	未武装
unary	一元的
unaus	单元
unbag	解开行李
unbar	安巴尔
unbed	解开
unbid	未绑定
unbox	拆箱
uncap	解开
unces	乌内斯
uncia	盎司
uncos	解开
uncoy	粗俗的
undee	温迪
undos	下载
undug	下载
uneth	不一致
unfix	解开
unget	年轻的
ungot	昂戈
ungum	爪
unhip	取消
unica	独特的
units	单位
unjam	插入
unkid	未知的
unlaw	非法的
unlay	不幸的
unled	未系
unlet	解开
unlid	未点燃
unmew	未提及
unmix	联X特派团
unpay	解开
unpeg	解开
unpen	解开
unpin	解开
unred	未修复
unrid	未解
unrig	解开
unrip	解开
unsaw	取消销售
unsay	不说
unsee	看不见
unsew	未显示
unsex	隐形眼镜
unsod	解除
untin	解开
unwet	未婚
unwit	不明智的
unwon	Unwon
updos	向上
updry	厄普德拉
upend	倒立
upjet	向上喷射
uplay	应用
upled	双倍
uplit	向上
upped	提高
upran	向上攀爬
uprun	自由的
upsee	向上看
upsey	厄西
uptie	向上
uraei	乌莱
urali	乌拉尔
uraos	铀
urare	希望
urari	小时
urase	尿素酶
urate	尿酸盐
urbex	乌贝克斯
urbia	城市
urdee	明天
ureal	乌拉尔
ureas	尿素
uredo	办公室
ureic	尿毒症的
urena	天王星
urent	紧急的
urged	敦促
urger	汉堡
urges	催促
urial	愤怒的
urite	尿道炎
urman	厄尔曼
urnal	乌纳尔
urned	翻
urped	厄普
ursae	熊科
ursid	乌尔都语
urson	厄森
urubu	网络
urvas	乌尔瓦斯
users	用户
usnea	透镜
usque	直到
usure	用户
usury	高利贷
uteri	子宫
uveal	葡萄膜
uveas	葡萄
uvula	悬雍垂
vacua	真空
vaded	吹嘘
vades	脚
vagal	迷走神经的
vagus	迷走神经
vails	韦尔
vaire	更多
vairs	不再
vairy	更多
vakas	西
vakil	真空
vales	山谷
valis	瓦利斯
valse	有效性
vamps	鞋面
vampy	吸血鬼
vanda	万达
vaned	货车
vanes	叶片
vangs	创建一个新列
vants	万特
vaped	抽
vaper	吸血鬼
vapes	吸血鬼
varan	港口
varas	酒吧
vardy	瓦德斯
varec	瓦雷克
vares	商品
varia	瓦里亚
varix	静脉曲张
varna	安全的
varus	内翻
varve	瓦夫
vasal	输精管
vases	花瓶
vasts	巨大的
vasty	浩瀚
vatic	梵蒂冈
vatus	瓦茨
vauch	沃克
vaute	秃鹫
vauts	保险箱
vawte	到期
vaxes	奶牛
veale	错误
veals	小牛
vealy	警觉的
veena	静脉注射
veeps	维普斯
veers	转向
veery	维利
vegas	维加斯
veges	时代
vegie	素食者
vegos	维戈斯
vehme	维姆
veils	面纱
veily	保安
veins	血管
veiny	脉络
velar	贝拉尔
velds	草原
veldt	宽度
veles	韦尔斯
vells	古老的
velum	膜
venae	静脉
venal	贪赃枉法的
vends	小贩
vendu	已售出
veney	维尼
venge	复仇
venin	毒液
vents	通风口
venus	维纳斯
verbs	动词
verra	将
verry	维里
verst	最糟糕的
verts	绿色
vertu	维图
vespa	韦斯帕
vesta	维斯塔
vests	背心
vetch	野豌豆
vexed	烦恼的
vexer	使恼火
vexes	烦恼
vexil	维克西
vezir	视野
vials	小瓶
viand	肉
vibes	共鸣
vibex	振动
vibey	维贝
viced	邪恶的
vices	恶习
vichy	维希
viers	维尔斯。
views	意见
viewy	看法
viffs	毒蛇。
vigas	维吉德
vigia	看
vilde	野生的
viler	维勒
villi	绒毛
vills	错误
vimen	去除
vinal	葡萄酒的
vinas	维纳斯
vinca	绞盘
vined	藤蔓
viner	葡萄酒
vines	藤蔓
vinew	葡萄藤
vinic	乙烯基
vinos	葡萄酒
vints	文茨
viold	紫罗兰色
viols	小提琴
vired	病毒的
vireo	绿巨人
vires	病毒
virga	维加
virge	维姬
virid	绿色的
virls	病毒
virtu	云
visas	签证
vised	虎钳
vises	虎钳
visie	视野
visne	展示
vison	看法
visto	签证
vitae	维泰
vitas	维塔斯
vitex	维泰克斯
vitro	体外培养
vitta	维塔
vivas	万岁
vivat	他还活着
vivda	寡妇
viver	居住
vives	你活着
vizir	维齐尔
vizor	维佐
vleis	弗拉伊斯
vlies	羊毛
voars	沃尔斯
vocab	沃卡布
voces	的声音
voddy	伏特迪
vodou	水
vodun	沃顿
voema	沃玛
vogie	沃基
voids	空隙
voile	帆船
voips	声音
volae	分枝孔板
volar	掌侧
voled	满的
voles	田鼠
volet	田鼠
volks	田鼠
volta	沃尔塔
volte	伏打
volti	面孔
volts	伏特
volva	伏尔瓦
volve	回来
vomer	呕吐者
voted	投票
votes	投票
vouge	Vouge公司
voulu	想要
vowed	发誓
vower	看见
voxel	体素
vozhd	沃兹德
vraic	弗拉克
vrous	弗鲁斯
vrouw	女人
vrows	弗罗
vuggs	空洞
vuggy	多愁善感的
vughs	呜呜
vughy	武吉
vulgo	外阴的
vulva	阴户
vutty	武蒂
waacs	瓦克斯
wacke	怪人
wacko	古怪的
wacks	怪人
wadds	瓦兹
waddy	韦迪
waded	涉水
wader	韦德
wades	韦德斯
wadge	韦奇
wadis	瓦迪斯
wadts	瓦茨
waffs	瓦夫
wafts	飘荡
waged	打赌
wages	工资
wagga	马车
wagyu	和牛
wahoo	哇！
waide	韦德
waifs	流浪汉
waift	英尺
wails	哀号
wains	流浪汉
wairs	哭泣。
waite	韦特
waits	等待
wakas	时间
waked	醒来
waken	醒来
waker	唤醒者
wakes	唤醒
waldo	金
walds	瓦尔兹
waled	横档
waler	沃勒
wales	威尔士
walie	阀门
walis	瓦利斯
walks	走
walla	瓦拉
walls	墙
wally	沃利
walty	紫罗兰
wames	皇玛士
wamus	瓦姆斯
wands	魔杖
waned	减弱
wanes	减弱
waney	“瓦尼”
wangs	王氏
wanks	笨蛋
wanky	放荡的
wanle	带来给你的是：
wanly	只是
wanna	想要
wants	欲望
wanty	万特
wanze	衰落
waqfs	停止
warbs	温暖
warby	沃比
wards	病房
wared	警惕的
wares	商品
warez	瓦雷斯
warks	工作
warms	温暖
warns	警告
warps	扭曲
warre	沃伦
warst	战争
warts	疣
wases	天
washy	苍白的
wasms	天
wasps	黄蜂
waspy	马屁精
wasts	黄蜂
watap	瓦茨
watts	瓦茨
wauff	沃夫
waugh	哇
wauks	停顿
waulk	对
wauls	沃尔斯
waurs	沃尔斯
waved	挥手
waves	波浪
wavey	韦维
wawas	瓦瓦斯
wawes	瓦韦斯
wawls	哇哇
waxed	上蜡
waxer	打蜡机
waxes	蜡
wayed	_其他组织者
wazir	瓦齐尔
wazoo	瓦祖
weald	维尔德
weals	坏处
weamb	懦夫
weans	断奶
wears	穿
webby	韦比
weber	韦伯
wecht	弱点
wedel	天气
wedgy	楔形的
weeds	杂草
weeke	周
weeks	周
weels	韦尔斯
weems	维姆斯
weens	维恩斯
weeny	小家伙
weeps	哭泣
weepy	哭泣的
weest	最甜的
weete	威特
weets	威茨
wefte	头衔
wefts	纬纱
weids	延长
weils	韦尔
weirs	堰
weise	明智的
weize	小麦
wekas	韦卡斯
welds	焊缝
welke	哪一个
welks	其中
welkt	哪一个
wells	威尔斯
welly	嗯。
welts	世界
wembs	韦姆斯
wends	温兹
wenge	文革
wenny	温妮
wents	温茨
weros	维罗斯
wersh	赖特
wests	西
wetas	韦塔斯
wetly	潮湿的
wexed	哭泣
wexes	韦克斯
whang	黄
whaps	重击
whare	家
whata	缩小
whats	什么
whaup	怎么了
whaur	什么
wheal	风团
whear	小麦
wheen	小麦
wheep	呼
wheft	磨蹭
whelk	青春痘
whelm	呼噜声
whens	何时
whets	磨
whews	轮辐
wheys	Wheys
whids	权贵
whift	抽打
whigs	辉格党
whilk	抽打
whims	突发奇想
whins	Whins
whios	呼呼
whips	鞭子
whipt	呜咽
whirr	呼呼
whirs	呼呼
whish	呼呼的声音
whiss	惠斯
whist	惠斯特
whits	白色的
whity	白色
whizz	嗖嗖
whomp	砰
whoof	哇
whoot	哇
whops	哇
whore	妓女
whorl	螺纹
whort	妓女
whoso	哇
whows	哇
whump	胡姆普
whyda	维达
wicca	巫术崇拜
wicks	灯芯
wicky	邪恶的
widdy	小部件
wides	宽度
wiels	维尔
wifed	瘦削的
wifes	妻子
wifey	妻子
wifie	改变
wifty	威夫茨
wigan	维根
wigga	行为举止或衣着貌似黑人的白人
wiggy	假发
wikis	维客
wilco	狼
wilds	荒野
wiled	诡计
wiles	诡计
wilga	威尔加
wilis	威利斯
wilja	智利
wills	遗嘱
wilts	枯萎病
wimps	懦夫
winds	风
wined	葡萄酒
wines	葡萄酒
winey	酒的
winge	翼子板
wings	翅膀
wingy	翅膀的
winks	眨眼
winna	温娜
winns	温恩斯
winos	酒鬼
winze	温兹
wiped	抹去
wiper	雨刮器
wipes	抹布
wired	有线
wirer	电线工
wires	电线
wirra	威拉
wised	明智的
wises	智者
wisha	维沙
wisht	希望
wisps	一缕
wists	威斯特
witan	维坦
wited	白色
wites	才智
withe	维特
withs	具有
withy	维西
wived	维德
wiver	维弗
wives	妻子
wizen	重量
wizes	大小
woads	哇
woald	来吧。
wocks	哇
wodge	沃奇
woful	好极了
wojus	沃朱斯
woker	沃克
wokka	沃卡
wolds	世界
wolfs	狼
wolly	缓慢地
wolve	沃尔夫
wombs	子宫
womby	沃比
womyn	女人
wonga	旺加
wongi	旺吉
wonks	书呆子
wonky	古怪的
wonts	习惯
woods	树林
wooed	求爱
woofs	求爱
woofy	昏昏欲睡
woold	树林
wools	羊毛衫
woons	住宅的
woops	呜呜声
woopy	糟糕的
woose	沃斯
woosh	哇
wootz	伍兹
words	话
works	作品
worms	虫子
wormy	虫子
worts	话
wowed	惊叹
wowee	哇
woxen	沃克森
wrang	雷恩
wraps	包裹
wrapt	白色太空包
wrast	愤怒
wrate	写
wrawl	四月
wrens	鹪鹩
wrick	扭动
wried	拧
wrier	赖尔
wries	赖斯
writs	令状
wroke	Wroke
wroot	Wroot
wroth	大门
wryer	沃耶
wuddy	乌迪
wudus	乌杜斯
wulls	二重的
wurst	香肠
wuses	胆小鬼
wushu	武术
wussy	胆小鬼
wuxia	武侠
wyled	怀尔德
wyles	怀尔斯
wynds	死胡同
wynns	温恩斯
wyted	白色
wytes	白色
xebec	塞贝克
xenia	天才
xenon	氙气
xeric	旱生
xerox	施乐
xerus	施乐斯
xoana	没有
xrays	X光
xylan	木聚糖
xylem	木质部
xylic	木糖的
xylol	二甲苯
xylyl	二甲苯基
yaars	小时
yabas	标签
yabba	标签
yabby	标签
yacca	游艇
yacka	雅卡
yacks	哎呀
yaffs	雅芙
yager	旅行者
yages	雅格
yagis	对
yahoo	雅虎
yaird	院子
yakka	全部的
yakow	雅科
yales	雅尔
yamen	衙门
yampy	山猫
yamun	亚蒙
yangs	杨斯
yanks	美国佬
yapok	还不够
yapon	亚彭
yapps	雅普斯
yappy	哈皮
yarak	伤口
yarco	雅科
yards	码
yarer	箭
yarfa	星期日
yarks	亚克斯
yarns	纱线
yarrs	亚尔斯
yarta	雅特
yates	尤特斯
yauds	尤兹
yauld	雅尔
yaups	打哈欠
yawed	打哈欠
yawey	耶
yawls	哈欠
yawns	打哈欠
yawny	哈欠的
yawps	哈欠
ybore	伊博
yclad	伊克拉德
ycled	Ycled
ydrad	半径
ydred	伊德雷德
yeads	叶芝
yeahs	是的。
yealm	耶尔姆
yeard	伊尔德
years	年
yecch	是的
yechs	是的
yechy	链接
yedes	七
yeeds	西部的
yeesh	新的
yeggs	是的
yelks	耶尔斯
yells	喊叫
yelms	耶姆斯
yelps	尖叫声
yelts	喊叫
yenta	延塔
yente	其他的
yerba	评级
yerds	耶兹
yerks	耶克斯
yeses	是的
yests	是的
yesty	易怒的
yetis	雪人
yetts	是的
yeuks	尤克斯
yeuky	尤基
yeven	耶文
yeves	七
yewen	六月
yexed	是的
yexes	句号
yfere	伊弗尔
yiked	哎呀
yikes	哎呀
yills	语言
yince	开关
yipes	哎呀
yippy	哎呀
yirds	耶尔德
yirks	耶克斯
yirrs	耶尔斯
yirth	线
yites	字节
yitie	一铁
ylems	伊莱姆斯
ylike	结束
ylkes	伊尔克斯
ymolt	伊莫尔特
yobby	优比
yocks	哎呀
yodel	尤德尔
yodhs	尤德
yodle	尤德尔
yogas	瑜珈士
yogee	Yogee
yoghs	瑜伽士
yogic	瑜伽的
yogin	Yogin
yogis	瑜伽士
yoick	哎呀
yojan	约扬
yoked	束缚
yokel	乡巴佬
yoker	约克
yokes	轭
yokul	属于
yolks	蛋黄
yolky	蛋黄
yomim	尤米姆
yomps	流氓
yonic	尤尼克
yonis	尤尼斯
yonks	没有人
yoofs	约夫斯
yoops	哟
yores	约尔
yorks	约克人
yorps	约普斯
youks	尤克斯
yourn	你好。
yours	你的
yourt	你不是
youse	尤斯
yowed	Yowed
yowes	哟
yowie	尤维
yowls	嚎叫
yowza	天呐
yrapt	伊拉普
yrent	伊伦特
yrivd	伊里夫
yrneh	伊尔内
ysame	伊萨梅
ytost	伊托斯特
yuans	元
yucas	尤卡斯
yucca	尤卡
yucch	尤奇
yucko	恶心
yucks	恶心
yucky	恶心
yufts	尤夫茨
yugas	七月
yuked	爱抚
yukes	尤克斯
yukky	尤基
yukos	尤科斯
yulan	玉兰
yules	圣诞节
yummy	好吃的
yumps	蒙古包
yupon	尤邦
yuppy	雅皮士！
yurta	昨天
yurts	蒙古包
yuzus	尤祖斯
zabra	萨布拉
zacks	扎克
zaida	周
zaidy	扎伊德
zaire	扎伊尔
zakat	扎卡特
zaman	扎曼
zambo	赞波
zamia	扎米亚
zanja	取消
zante	下一个
zanza	赞扎
zanze	赞泽
zappy	扎皮
zarfs	扎尔斯
zaris	扎里斯
zatis	扎蒂斯
zaxes	扎克斯
zayin	杂音
zazen	关闭
zeals	热情
zebec	泽贝克
zebub	泽布
zebus	泽布斯
zedas	泽达斯
zeins	中国人
zendo	岑多
zerda	泽达
zerks	虫子
zeros	零
zests	热情
zetas	齐塔人
zexes	十
zezes	泽兹
zhomo	佐莫
zibet	九
ziffs	数字
zigan	自甘
zilas	齐拉斯
zilch	废话
zilla	齐拉
zills	齐尔
zimbi	辛比
zimbs	齐布斯
zinco	锌
zincs	锌
zincy	津西
zineb	锌
zines	吉尼斯
zings	津格斯
zingy	角
zinke	全部
zinky	锌
zippo	齐波
zippy	活泼的
ziram	齐拉姆
zitis	青春痘
zizel	违约
zizit	低的
zlote	兹洛特
zloty	兹罗蒂
zoaea	佐亚
zobos	佐伯斯
zobus	牙齿
zocco	佐科
zoeae	佐伊
zoeal	佐伊尔
zoeas	佐亚斯
zombi	两者都有
zonae	地区
zonda	巽他
zoned	分区
zoner	区域；
zones	区域
zonks	宗克
zooea	动物园
zooey	柔伊
zooid	动物
zooks	放大
zooms	缩放
zoons	儿子们
zooty	动物园
zoppa	佐帕
zoppo	瘸的
zoril	成熟的
zoris	佐里斯
zorro	狐狸
zouks	祖克斯
zowee	佐维
zowie	是
zulus	祖鲁
zupan	祖潘
zupas	双重的
zuppa	汤
zurfs	祖尔夫
zuzim	变焦
zygal	齐格尔
zygon	Zygon公司
